1.899847960240094724e-01 1.993041096629385445e-01 1.725747567205383193e-01 1.938294341006162880e-01 1.750905243390861177e-01 1.263642851379364329e-01 1.125440323507670703e-01 7.122358408657952777e-02 3.482449842386187849e-02 9.856188363700117000e-03 1.429351937839444487e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.862934705047339379e-01 1.973606927149381685e-01 1.727340566703839397e-01 1.972159463056675777e-01 1.817197528299670517e-01 1.345331457657526764e-01 1.238712540045642380e-01 8.309922614870671187e-02 4.435996124603985152e-02 1.485847805701103960e-02 3.325122295959037026e-03 4.327315808618360619e-05 0.000000000000000000e+00 0.000000000000000000e+00
1.823502040708274707e-01 1.948497198216202209e-01 1.722124291066953472e-01 1.996727077157370023e-01 1.873306953669702790e-01 1.420408716451189157e-01 1.347651538584881958e-01 9.508521891020831063e-02 5.479846072437796756e-02 2.092566286380747112e-02 6.370416780132870035e-03 2.828725684569208970e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.779815321635662140e-01 1.918091883894875171e-01 1.712440244192923178e-01 2.010738922789400696e-01 1.919692201889973970e-01 1.487912751098131869e-01 1.451443439716626482e-01 1.069892224397082925e-01 6.587503408222024348e-02 2.807269263595184999e-02 1.067245660536468056e-02 9.757125356156275868e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.733709104824157632e-01 1.882576578869702699e-01 1.697445449327309175e-01 2.015423568037295610e-01 1.957460296936276711e-01 1.547047985431324602e-01 1.548348267455325333e-01 1.186049429685190199e-01 7.752450057424731256e-02 3.613203654170429185e-02 1.623818374485931290e-02 2.488886911708240637e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.684297656437114821e-01 1.844746459953485185e-01 1.677086071259753508e-01 2.011399398386162218e-01 1.986768738683293845e-01 1.597204558498389326e-01 1.637846459076788830e-01 1.297619214934160881e-01 8.950409232326725362e-02 4.497800033446340551e-02 2.306113065401348833e-02 5.012810589034149070e-03 1.831998498919085237e-04 0.000000000000000000e+00
1.633695557121102315e-01 1.802921365327357084e-01 1.652412893893406842e-01 2.001301925033361906e-01 2.006018148973100490e-01 1.638793660374055217e-01 1.718642894945312527e-01 1.404770357842869688e-01 1.014757206700453301e-01 5.442181042666918711e-02 3.115467863475973598e-02 8.764198578674022716e-03 6.992075785712251927e-04 0.000000000000000000e+00
1.582621876611441936e-01 1.758272037798236098e-01 1.623510437380686344e-01 1.985157333771170873e-01 2.015488725439316398e-01 1.672797996098732976e-01 1.789843083785809530e-01 1.505426855666625041e-01 1.133174905866235899e-01 6.434231463035544607e-02 4.037016225922912538e-02 1.377065168086930892e-02 1.898361625260946636e-03 0.000000000000000000e+00
1.556697293499242074e-01 1.735064555788929930e-01 1.607761759746806629e-01 1.974811998635891130e-01 2.016726724590782449e-01 1.687119838633506785e-01 1.821795151551135750e-01 1.553174542920554568e-01 1.191131876406357204e-01 6.946328400692063088e-02 4.535607429856140099e-02 1.676622880607812199e-02 2.791024818937081365e-03 8.026222770396284755e-05
1.530613913090478895e-01 1.711141221535568413e-01 1.591326606879763517e-01 1.963181145507989500e-01 2.015823221977071089e-01 1.699629711040300806e-01 1.851177022335981359e-01 1.599021160066228520e-01 1.248031374954365058e-01 7.462840689140473605e-02 5.057861262906127031e-02 2.007819056443271855e-02 3.903454932445671668e-03 2.514949456330445266e-04
1.504347179630112774e-01 1.686721520361132709e-01 1.574051921527235554e-01 1.950249580918284042e-01 2.013192175865687605e-01 1.710170277794534621e-01 1.877936767634279525e-01 1.642926732653102462e-01 1.303928679612308961e-01 7.980555547026424446e-02 5.598832366935883875e-02 2.370740053881821574e-02 5.308714337056721910e-03 5.011130945740807424e-04
1.477933590054826829e-01 1.662048341265894291e-01 1.555910348547904221e-01 1.936166682397527095e-01 2.008971649617035116e-01 1.718540704993006818e-01 1.902336272224950942e-01 1.684515091126618236e-01 1.358692933423508997e-01 8.497550513923166071e-02 6.155639140564183459e-02 2.766958825426814317e-02 6.966833952687961906e-03 9.000709620659257245e-04
1.451578085933095952e-01 1.637046923688262878e-01 1.537332018840777415e-01 1.920937794268503807e-01 2.002843020286326214e-01 1.724994935550823449e-01 1.924367385426634103e-01 1.723632879417357211e-01 1.412131237058993627e-01 9.012858354248889925e-02 6.726645618877391541e-02 3.193404221354048667e-02 8.902549017041327603e-03 1.481608703336450422e-03
1.425463419099888551e-01 1.611706333561830906e-01 1.518487443109139967e-01 1.904535202867103649e-01 1.995084757417531218e-01 1.729280458093164219e-01 1.944221496423123030e-01 1.760398521774243774e-01 1.463769600201371701e-01 9.524795798308882677e-02 7.309452586268451457e-02 3.650092516133277704e-02 1.109883841095548641e-02 2.302790187945520130e-03
1.399373563176271595e-01 1.585935481766860278e-01 1.498991265689308683e-01 1.886466548842092028e-01 1.985419899180852488e-01 1.730214105964601734e-01 1.960379671322018402e-01 1.792796410407812568e-01 1.511168494779134563e-01 1.001544269398227383e-01 7.887960225847931439e-02 4.123575634428462700e-02 1.349317249238821473e-02 3.325761755642447047e-03
1.373131286842933785e-01 1.560102313635691462e-01 1.478927290386100601e-01 1.867349749386328917e-01 1.974587389528640879e-01 1.729031106389759820e-01 1.974154741470362517e-01 1.822533981255760605e-01 1.556305697833476054e-01 1.049293149124149727e-01 8.469631013320577662e-02 4.617246537511652399e-02 1.616788576494368468e-02 4.523456833275580832e-03
1.346782133338568221e-01 1.534183171258540201e-01 1.458415836985398339e-01 1.847355000506664957e-01 1.962491082036844636e-01 1.726268741188214939e-01 1.985795015701726507e-01 1.849628124634299930e-01 1.599384212588515486e-01 1.095866086483123225e-01 9.051984599340894000e-02 5.131311485420680940e-02 1.910120407917878516e-02 5.960691927852060541e-03
1.320482771669095612e-01 1.508105684619326092e-01 1.437615238925950001e-01 1.826489580721000483e-01 1.949125321175399494e-01 1.722298144333447856e-01 1.995092931226695732e-01 1.874090357215104363e-01 1.640365055268244165e-01 1.141138438431826829e-01 9.632686217520879113e-02 5.661089858524215312e-02 2.231864722684677102e-02 7.707548730689038619e-03
1.294272212522233900e-01 1.482044906949259444e-01 1.416465430894672806e-01 1.804959670069866129e-01 1.934775368672371210e-01 1.716843371686163078e-01 2.002097742527491619e-01 1.896214562137630566e-01 1.678902083493976627e-01 1.184999605329497968e-01 1.020871992270170614e-01 6.203807341627123884e-02 2.580384087033681106e-02 9.750986903979659906e-03
1.268148475419255128e-01 1.456294031463148952e-01 1.394985322418703932e-01 1.783063273550214989e-01 1.919369701375804038e-01 1.710066187952291594e-01 2.006644395083735932e-01 1.915974883517282401e-01 1.714953853325213162e-01 1.227258526605567446e-01 1.077830608844902865e-01 6.757397461283887186e-02 2.954070937462995733e-02 1.210349703360518586e-02
1.242205403123055329e-01 1.430939393738358822e-01 1.373348197308457974e-01 1.760835147930912281e-01 1.902758196792365131e-01 1.702306623969442323e-01 2.008581726470982654e-01 1.933585106103732909e-01 1.748669482518503127e-01 1.267595812907569008e-01 1.133847984227383532e-01 7.319169003498719739e-02 3.350494127281779949e-02 1.476718675500628478e-02
1.216701540337582627e-01 1.405737454031681655e-01 1.351652681792320787e-01 1.738225099594774559e-01 1.885103106748106938e-01 1.693501377298079202e-01 2.008353281585215644e-01 1.949081562268321355e-01 1.779879987798720364e-01 1.306103624909203398e-01 1.188531014534048580e-01 7.887675005898715785e-02 3.764388535107643374e-02 1.777396120474666885e-02
1.191884029778301213e-01 1.380423032921785087e-01 1.329990400474671264e-01 1.715198960637718262e-01 1.866523460500628950e-01 1.683705697215190644e-01 2.006198862191620469e-01 1.962383919157419943e-01 1.808603825164750434e-01 1.342730817006546340e-01 1.241831394664151406e-01 8.458277463249415373e-02 4.195503093703803477e-02 2.109797396682864049e-02
1.167751717430722536e-01 1.355075583061502720e-01 1.308292150667098308e-01 1.691865123142506921e-01 1.847101665776610946e-01 1.672952115046481558e-01 2.002360171567345026e-01 1.973495229884219548e-01 1.834698949785883437e-01 1.377506042706307943e-01 1.293681037095683606e-01 9.026266116382740401e-02 4.640388759610639818e-02 2.472996879808061002e-02
1.144216498807884841e-01 1.329880246205102645e-01 1.286645609613026597e-01 1.668210698595029573e-01 1.826815556195808821e-01 1.661578544677725366e-01 1.996896630871750622e-01 1.982153231000234328e-01 1.858242802346541933e-01 1.410424974636177442e-01 1.343944878283613864e-01 9.588828374819684253e-02 5.095845137632319666e-02 2.867670316525444338e-02
1.121249340082282608e-01 1.304852863800529950e-01 1.265317964360534453e-01 1.644118199615883236e-01 1.805870364791277993e-01 1.649589652444618804e-01 1.989801587656276349e-01 1.988444295322953359e-01 1.879491351200779925e-01 1.441232333474665728e-01 1.392404438725267091e-01 1.014332507792520960e-01 5.560754441605800930e-02 3.289962069093112229e-02
1.098732303047747771e-01 1.280047988587681429e-01 1.244427417462665303e-01 1.619774999984746611e-01 1.784605625398131279e-01 1.636577801768126506e-01 1.981466749323569088e-01 1.992347192784746368e-01 1.898382826445110805e-01 1.470143296733782690e-01 1.438597493249078041e-01 1.068855278412049331e-01 6.032681170843885721e-02 3.738054672318242427e-02
1.076643321260787323e-01 1.255663352621840256e-01 1.223903350604505641e-01 1.595477531219076095e-01 1.763105569093517400e-01 1.622514423030062825e-01 1.972007261142018630e-01 1.993881936830080859e-01 1.915177732077410766e-01 1.496965041739651836e-01 1.482504128528732701e-01 1.122225259343333365e-01 6.509778772285126913e-02 4.207368485395793223e-02
1.055167097465347370e-01 1.231980241175908569e-01 1.203457421797180515e-01 1.571379547024913947e-01 1.741358253113433063e-01 1.607530117301193551e-01 1.961507288445568653e-01 1.993436865674751424e-01 1.929917600584608872e-01 1.521440003986670730e-01 1.524236207117742326e-01 1.174156627606124798e-01 6.987524389767610367e-02 4.694679164357554169e-02
1.034434911037570015e-01 1.209089991194056968e-01 1.183045909738840440e-01 1.547389838056812961e-01 1.719354491661622131e-01 1.591813695410217722e-01 1.950165845771765216e-01 1.991076641858046947e-01 1.942472077363712191e-01 1.543614263777271511e-01 1.563735330638863774e-01 1.224646186905816864e-01 7.460948448107977693e-02 5.199142271522110698e-02
1.014529585801580702e-01 1.186842621932875375e-01 1.162860933579555611e-01 1.523355135178244835e-01 1.697227414561158221e-01 1.575384526720613465e-01 1.938137577915919618e-01 1.987017886713892401e-01 1.952738252931494334e-01 1.563480097253036327e-01 1.601045654689443876e-01 1.273625308215711738e-01 7.925842836641247557e-02 5.715726969434101190e-02
