1.843713196232156237e-01 1.586632673160257578e-01 1.081396427681875078e-01 8.850495309183076253e-02 4.889288979118980999e-02 1.736493738232072412e-02 4.400130729684502418e-03 1.005588506491389596e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.894958228663775890e-01 1.672031882046284001e-01 1.173501797564148047e-01 1.004126638724247428e-01 5.955747806282866291e-02 2.388492350854926408e-02 7.934299969026512370e-03 4.313647845267079735e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.936949878776269562e-01 1.748488931111077949e-01 1.260672005907454984e-01 1.121666078744733980e-01 7.080241133826668809e-02 3.138831563493126031e-02 1.273833732383374516e-02 1.323896700111200538e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.970944277409500400e-01 1.814817782988562556e-01 1.342154082649125724e-01 1.234443403439174497e-01 8.262620719502943023e-02 3.969614863400863780e-02 1.878249650177332350e-02 3.113968728250574806e-03 3.392375433711507726e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.995708548879543687e-01 1.870957459249661115e-01 1.417130428572985490e-01 1.342723897161311186e-01 9.457115810647556686e-02 4.870707482219795853e-02 2.607749436052891542e-02 6.043284011070753151e-03 2.143903924268576776e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.009549932027797359e-01 1.917361259819325425e-01 1.484663262631090441e-01 1.445952990814104167e-01 1.064248567593378686e-01 5.824449906204209187e-02 3.454336913273682586e-02 1.022437752763885946e-02 7.881989149752095759e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.014202407132193728e-01 1.955242851813569771e-01 1.543856492406562864e-01 1.542476097627735743e-01 1.179669975367531598e-01 6.829454200358936466e-02 4.398149713717310061e-02 1.566047599205035862e-02 2.112932274931501268e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.009700985698471831e-01 1.984925933067276382e-01 1.594043186026783965e-01 1.631724879799779926e-01 1.290012196999215932e-01 7.859764741094560359e-02 5.431836335128626542e-02 2.232632594459577069e-02 4.449114548632391794e-03 1.005588506491391222e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.999704759016058542e-01 2.003980307460992982e-01 1.635531446244447851e-01 1.712616491840331379e-01 1.396014542022322724e-01 8.882687338142505884e-02 6.528342692811969772e-02 3.025014982395605664e-02 8.006309838626188974e-03 4.373943815901284397e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.984141660708645394e-01 2.013016779075016416e-01 1.669537870879532204e-01 1.783970984862890408e-01 1.495870165692090858e-01 9.880460137161609091e-02 7.685069702098189237e-02 3.922846227043867012e-02 1.282936339420235987e-02 1.343733540011119321e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.961334164534154767e-01 2.013029388105723738e-01 1.696968460820112434e-01 1.845155118700009256e-01 1.588958778580223385e-01 1.083820938292974351e-01 8.881256830392322832e-02 4.916834657532249270e-02 1.891710829064473937e-02 3.100570142692133692e-03 1.037060653761845950e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.933649140485710349e-01 2.005319869275718758e-01 1.716234569174946156e-01 1.896365281515957624e-01 1.674439266498343182e-01 1.176208314400192523e-01 1.007562574922391402e-01 5.990259394450876684e-02 2.628120099091105916e-02 5.935757342158177498e-03 4.651514786395780782e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
