1.195705165542650522e-01 1.217504361744466829e-01 9.366244758403800830e-02 5.462880407653383785e-02 3.963254286993021097e-02 1.736493738232072412e-02 4.070186166815985447e-03 4.305034135176560384e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.250507434487491132e-01 1.301858648633617832e-01 1.034338890066152650e-01 6.321963428105392691e-02 4.863953621518306986e-02 2.388492350854926408e-02 7.044601887713458459e-03 1.321062865839762318e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.298226554017050116e-01 1.380207044405294403e-01 1.128302606989104451e-01 7.183086041542777189e-02 5.817313841205683927e-02 3.138831563493126031e-02 1.091968791543210769e-02 3.041987257863697312e-03 1.005588506491402877e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.338141298765930798e-01 1.451586668186478080e-01 1.218134032694267593e-01 8.020402365254752919e-02 6.822010097148582808e-02 3.969614863400863780e-02 1.568164971842772593e-02 5.815651739388452181e-03 4.330875265448335819e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.370840423372134409e-01 1.515208530566214684e-01 1.302449737322613488e-01 8.826196599406907484e-02 7.852294155873670856e-02 4.870707482219795853e-02 2.133595417432326488e-02 9.669650221049232858e-03 1.329564368654028187e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.397855987813458600e-01 1.569932524024141851e-01 1.380751005446959057e-01 9.603587088267274974e-02 8.875348336325854237e-02 5.824449906204209187e-02 2.780110354455972432e-02 1.459625680005367451e-02 3.058026380088356335e-03 1.005588506491390951e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.419421216809948760e-01 1.615675346735796492e-01 1.452073482514819325e-01 1.034053246317541558e-01 9.873421929880285552e-02 6.829454200358936466e-02 3.490379648088268866e-02 2.057556424464605446e-02 5.839873039054213621e-03 4.356716395720011507e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.433863333355401004e-01 1.653176558368921745e-01 1.515640115401952204e-01 1.103251685901429080e-01 1.082979957521399139e-01 7.859764741094560359e-02 4.253211733768152286e-02 2.762294520904630055e-02 9.701234276967472814e-03 1.338065871468272806e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.439444461344794035e-01 1.683968682444982323e-01 1.570295300782113823e-01 1.167182254551666354e-01 1.175020621073624566e-01 8.882687338142505884e-02 5.061458305263766971e-02 3.555215718029074157e-02 1.463591638640154673e-02 3.074065502312972858e-03 1.005588506491401251e-04 0.000000000000000000e+00
1.438688700690271549e-01 1.707735497698612270e-01 1.615978685226745204e-01 1.225040294352326975e-01 1.262090598166064337e-01 9.880460137161609091e-02 5.907328432205875834e-02 4.425319171848767635e-02 2.062343009376842867e-02 5.864094338719986338e-03 4.382557525991915420e-04 0.000000000000000000e+00
1.433528369175625927e-01 1.721936048638524064e-01 1.653491353840892408e-01 1.276403417872762347e-01 1.343626780822388678e-01 1.083820938292974351e-01 6.773058103358060855e-02 5.356513760757698750e-02 2.769635112526514648e-02 9.750409379296689355e-03 1.324834757938673840e-03 3.498547430067128655e-05
1.424355204675874509e-01 1.727263402607854548e-01 1.684340505397190768e-01 1.320160934569450939e-01 1.418745228035468708e-01 1.176208314400192523e-01 7.626964074790086590e-02 6.340875085618796758e-02 3.567759037196512051e-02 1.473301411456017646e-02 3.018262637321298889e-03 2.337025205212862769e-04
1.410953627779424069e-01 1.725097227942403166e-01 1.708080668505198296e-01 1.356333866812782507e-01 1.486355267939194758e-01 1.263642851379364329e-01 8.450642125987464781e-02 7.367956699358745032e-02 4.444052762166405407e-02 2.077678914965801898e-02 5.613289555149299399e-03 8.610605828145557030e-04
1.392856701683298781e-01 1.717570464368493588e-01 1.722347455840405051e-01 1.386064989663813862e-01 1.545571033392706128e-01 1.345331457657526764e-01 9.247149572815316354e-02 8.399660996534875912e-02 5.380122652733607819e-02 2.789683375342356247e-02 9.108866282829010397e-03 2.239009495190313372e-03
1.370540468828728153e-01 1.705543551453112816e-01 1.727782054136589029e-01 1.410292554398237808e-01 1.595777339017862284e-01 1.420408716451189157e-01 1.000957708012759073e-01 9.417508637428784191e-02 6.366546364904092370e-02 3.591890117997952742e-02 1.350483123618248862e-02 4.584859896248144433e-03
1.345208202872170133e-01 1.687658242536778652e-01 1.725666729424831236e-01 1.428455552378743165e-01 1.637347352865431149e-01 1.487912751098131869e-01 1.072844570794372343e-01 1.040087831370855448e-01 7.393477901770872940e-02 4.472499374336190436e-02 1.879968917602846748e-02 8.001047581285858704e-03
1.317633700495121074e-01 1.664975074265509503e-01 1.718170610902393924e-01 1.438520358157315271e-01 1.671385886698595613e-01 1.547047985431324602e-01 1.139730882963181785e-01 1.134865888647996618e-01 8.425294338777762626e-02 5.412879803602305140e-02 2.499289754177502765e-02 1.250017444816897347e-02
1.288142349611733073e-01 1.637802343366321911e-01 1.705925991718207357e-01 1.441128039979368280e-01 1.698469137190453393e-01 1.597204558498389326e-01 1.200708099145162133e-01 1.225422752767791890e-01 9.444808884860360354e-02 6.402250455704074084e-02 3.192149523868651612e-02 1.808461687721284183e-02
1.256462904561688743e-01 1.606911887843459619e-01 1.688139913287312333e-01 1.438027015403656739e-01 1.717491942335759025e-01 1.638793660374055217e-01 1.255358267922532245e-01 1.310228607204259599e-01 1.043305717965985757e-01 7.428836293000720681e-02 3.944666909030523222e-02 2.476924368070226173e-02
1.222190247588011286e-01 1.573452915920600659e-01 1.665633702763168467e-01 1.430757747694516857e-01 1.727649374252161751e-01 1.672797996098732976e-01 1.302821801831697268e-01 1.388685633987153945e-01 1.138629176070454635e-01 8.460888019773360469e-02 4.745412533975043590e-02 3.248029469503698613e-02
1.204488356670030680e-01 1.555408898872516488e-01 1.652952023478781174e-01 1.425590387000822690e-01 1.729546894499958409e-01 1.687119838633506785e-01 1.323664887170241666e-01 1.425411453993480071e-01 1.184868786456047263e-01 8.975288155253129119e-02 5.161443243075593962e-02 3.666768864802263939e-02
1.186638977631124109e-01 1.536803602324828821e-01 1.639208232431123291e-01 1.419350716182904981e-01 1.729461219317239562e-01 1.699629711040300806e-01 1.342698024351721142e-01 1.460063007961531767e-01 1.229849272195103344e-01 9.485496880793539698e-02 5.585019089253433211e-02 4.106378510481813182e-02
1.168664189329232106e-01 1.517843459705300879e-01 1.624450360947571892e-01 1.411921979736202315e-01 1.727685297646659457e-01 1.710170277794534621e-01 1.360009505812385111e-01 1.492769943712236036e-01 1.273240374268500286e-01 9.988842881190397593e-02 6.014449415125496662e-02 4.563819178712111291e-02
1.150577506153725588e-01 1.498357503883751551e-01 1.608785119757171478e-01 1.403297261969222998e-01 1.724711721695370292e-01 1.718540704993006818e-01 1.375721819963527381e-01 1.523418158505661368e-01 1.315075434025969048e-01 1.048371815011249625e-01 6.447112845005208148e-02 5.035647502168850986e-02
1.132326446536807280e-01 1.478292519691062346e-01 1.592285248682028531e-01 1.393849697704117319e-01 1.720270379217655465e-01 1.724994935550823449e-01 1.389886817752532810e-01 1.551837639044229000e-01 1.355246878018894485e-01 1.097047984076798682e-01 6.879654844126494029e-02 5.520970959105088449e-02
1.113883504917011630e-01 1.457833059347946325e-01 1.574854660278759422e-01 1.384013746184756255e-01 1.714338227811601223e-01 1.729280458093164219e-01 1.402471069419122807e-01 1.578085217792661310e-01 1.393698615823563136e-01 1.144754475587883707e-01 7.311169380675594520e-02 6.016881401656810902e-02
1.095127500804771586e-01 1.436853994410823010e-01 1.556376515301476637e-01 1.373245982104310814e-01 1.706613662074460969e-01 1.730214105964601734e-01 1.412473296842422510e-01 1.600437268961149850e-01 1.428500152575645499e-01 1.189434724312871672e-01 7.728559512193801384e-02 6.509834745805163914e-02
1.076346473537332371e-01 1.415465903130771752e-01 1.537658493393643799e-01 1.361420120123389144e-01 1.697746240996337863e-01 1.729031106389759820e-01 1.420857692185622245e-01 1.620559803767736284e-01 1.460921291970132263e-01 1.232371212365595964e-01 8.138029909294390574e-02 7.007376797972814098e-02
1.057659964423977583e-01 1.393746481079547739e-01 1.518741832985229245e-01 1.348424664863730194e-01 1.687759672417142587e-01 1.726268741188214939e-01 1.427674575579511163e-01 1.638680991218861016e-01 1.491378397304628789e-01 1.273428332375117211e-01 8.539747102745610940e-02 7.507348925890747204e-02
1.039097343463037254e-01 1.371877887544081520e-01 1.499364628019723700e-01 1.334515723115598518e-01 1.676623826705836429e-01 1.722298144333447856e-01 1.432814173745371455e-01 1.654814006190220566e-01 1.519793025940609776e-01 1.312685650506912327e-01 8.931642889826241216e-02 8.006842585282208935e-02
1.020691047127068873e-01 1.349931619027536778e-01 1.479475922444400682e-01 1.319908325312577069e-01 1.664762764272399165e-01 1.716843371686163078e-01 1.436203900508297160e-01 1.669214781775060219e-01 1.545962625868761986e-01 1.350101138053733940e-01 9.313012366412978804e-02 8.503023029116157927e-02
1.002452640517109000e-01 1.327969607817336972e-01 1.459179562988375534e-01 1.304810572050669470e-01 1.652301848696247910e-01 1.710066187952291594e-01 1.437720751168383160e-01 1.681702916090067057e-01 1.569902919141964448e-01 1.385684279903006133e-01 9.682679118313149147e-02 8.993834892419665106e-02
9.842987484635733197e-02 1.305933143420314191e-01 1.438641803608844139e-01 1.289557487781631540e-01 1.638799840017417797e-01 1.702306623969442323e-01 1.437328281150120624e-01 1.692395216227002563e-01 1.591482415973687892e-01 1.419410491458259482e-01 1.003905971186573320e-01 9.477577362325274868e-02
9.661453308414996721e-02 1.283906298367106791e-01 1.417790733731298380e-01 1.274254765604622142e-01 1.624157312148191978e-01 1.693501377298079202e-01 1.435432432806857117e-01 1.701148280177647298e-01 1.611050408380745314e-01 1.450996372899330256e-01 1.038141217907011665e-01 9.951807589239178298e-02
9.479708209943189801e-02 1.262121842312474151e-01 1.396609447640690393e-01 1.258662130955535419e-01 1.608508535357042468e-01 1.683705697215190644e-01 1.432442058520660422e-01 1.707797367208974681e-01 1.628622621977302010e-01 1.480655469114471601e-01 1.070812400003089693e-01 1.041418901359989768e-01
9.297262914726843464e-02 1.240696474433204965e-01 1.375260750613198635e-01 1.242599151944696195e-01 1.592074595924880542e-01 1.672952115046481558e-01 1.428450096410702752e-01 1.712470514965639123e-01 1.644253323904538155e-01 1.508246913564190994e-01 1.101833093342808462e-01 1.086487488851559935e-01
9.113627967135567998e-02 1.219590641956208588e-01 1.353878608421374141e-01 1.226184703233226814e-01 1.574903925512042835e-01 1.661578544677725366e-01 1.423478049043819804e-01 1.714921880056380354e-01 1.658230146618050738e-01 1.533541167891230295e-01 1.131238451910417941e-01 1.130252821618419612e-01
8.931989461271479247e-02 1.198545919700131912e-01 1.332591066170841776e-01 1.209602177204262413e-01 1.557128444064740658e-01 1.649589652444618804e-01 1.417520114474135895e-01 1.715370119467365118e-01 1.670326494397784411e-01 1.556567715596845480e-01 1.159070625369337804e-01 1.172518937074474160e-01
8.756865404393592012e-02 1.177488185888718175e-01 1.311315118780404243e-01 1.192965842276785537e-01 1.539129239481700218e-01 1.636577801768126506e-01 1.410628479654857104e-01 1.714090903350033723e-01 1.680576420970467111e-01 1.577260348896663278e-01 1.185356063527679416e-01 1.213025342136585666e-01
8.589520344855393341e-02 1.156569870469871114e-01 1.290142989055656775e-01 1.176202777089770529e-01 1.520948611461102606e-01 1.622514423030062825e-01 1.402946665388329073e-01 1.711276016636454345e-01 1.688764020613799655e-01 1.595997841433923203e-01 1.210048587734644104e-01 1.251502968510745106e-01
8.428905060549132799e-02 1.135814746788425950e-01 1.269385191682290415e-01 1.159144376614711924e-01 1.502471955917863422e-01 1.607530117301193551e-01 1.394648797330692858e-01 1.707221533285331050e-01 1.694735475995123031e-01 1.612753881470378736e-01 1.233116172134717109e-01 1.288062105593099360e-01
8.273589631115971232e-02 1.115100415018153990e-01 1.249160831105178004e-01 1.141834309665434588e-01 1.483712041914629909e-01 1.591813695410217722e-01 1.385927357886579392e-01 1.701857619920534026e-01 1.698656405409127435e-01 1.627641915155077501e-01 1.254341141893791922e-01 1.322639719144549642e-01
8.121175284369397396e-02 1.094571563548334958e-01 1.229360505446254886e-01 1.124538796801869689e-01 1.464789484825738952e-01 1.575384526720613465e-01 1.376827864502490339e-01 1.695370467201121056e-01 1.700466978888591496e-01 1.640997345465879387e-01 1.273442234161644981e-01 1.355314579284059295e-01
