  1.00000000000000002E-003       33.283586395169969            33.283693191094713            1.0841270218719856     
  1.03706397503149539E-003       32.323908584793017            32.324011563508492            1.2752721406456617     
  1.07550168830812618E-003       31.386727270303457            31.386826568972396            1.4477841110985390     
  1.11536405602990964E-003       30.389126877238123            30.389222626956045            1.5202173046412926     
  1.15670388155362982E-003       29.422743365067269            29.422835692685979            1.5856250923202284     
  1.19957592533836738E-003       28.514003953354010            28.514092981116693            1.6718014470924205     
  1.24403697748349173E-003       27.658227300279503            27.658313146026384            1.7753829346048065     
  1.29014593295519674E-003       26.827199485608634            26.827282263359894            1.8694264399140581     
  1.33796386960123343E-003       26.068998211783651            26.069078030516970            2.0032350535973120     
  1.38755412905717667E-003       25.331827726147768            25.331904692769825            2.1261946171654640     
  1.43898240065139997E-003       24.620064155974802            24.620138371781692            2.2438206215880889     
  1.49231680841990506E-003       23.934012240787052            23.934083804316604            2.3575164502938475     
  1.54762800134626132E-003       23.265551195139238            23.265620200810943            2.4602206974959029     
  1.60498924694620223E-003       22.401594702444239            22.401661242081968            2.3398685640148540     
  1.66447652832083502E-003       21.550764973067782            21.550829134546650            2.2060672698096195     
  1.72616864480702845E-003       20.798639562930223            20.798701431319778            2.1453441767848105     
  1.79014731635830648E-003       20.175256992637706            20.175316649727424            2.1886536654735811     
  1.85649729179450905E-003       19.569866876093151            19.569924401364023            2.2261284782233095     
  1.92530646106361990E-003       18.977827297964748            18.977882767053739            2.2539782653312419     
  1.99666597166445843E-003       18.402425236961545            18.402478723748956            2.2763111369601039     
  2.07067034938446639E-003       17.822483571352304            17.822535146371266            2.2727417558973841     
  2.14741762351251027E-003       17.217243909662969            17.217293641440143            2.2232752174251722     
  2.22700945669257119E-003       16.632501314685573            16.632549269052955            2.1744427847941683     
  2.30955127959032915E-003       16.068590579443001            16.068636820022903            2.1272891398226363     
  2.39515243055102344E-003       15.524001895578813            15.524046483421467            2.0809889923770055     
  2.48392630043359165E-003       14.986843066557748            14.986886060901160            2.0243101995251007     
  2.57599048281293742E-003       14.438417868059023            14.438459325732463            1.9391930009862828     
  2.67146692974928575E-003       13.910050677657630            13.910090653660415            1.8575754914388105     
  2.77048211333097904E-003       13.450345402159391            13.450383949419123            1.8286533609423972     
  2.87316719320468298E-003       13.023234893052033            13.023272062636991            1.8169300943339519     
  2.97965819031493270E-003       12.599982443298945            12.600018284392814            1.7942192238606902     
  3.09009616708315685E-003       12.153806386382083            12.153840946508600            1.7342696571168261     
  3.20462741426484621E-003       11.723428442204291            11.723461767191070            1.6763147257395057     
  3.32340364473240413E-003       11.305151189386713            11.305183323322733            1.6171503354162253     
  3.44658219444034675E-003       10.900303928567110            10.900334914071943            1.5585814827008078     
  3.57432623083908056E-003       10.516712917028514            10.516742795085589            1.5088931196797353     
  3.70680496901331985E-003       10.187061789035933            10.187090599223536            1.5012111820331653     
  3.84419389583145294E-003       9.8675406872900790            9.8675684677922693            1.4921523062854247     
  3.98667500240277705E-003       9.5468407067441152            9.5468674943693745            1.4708188386308996     
  4.13443702515052004E-003       9.2296182288399145            9.2296440590699476            1.4422637138741019     
  4.28767569581998877E-003       8.9215926140017920            8.9216175210335464            1.4125886732839057     
