1 5.
2 5.378452931100912
3 5.785551186413599
4 6.223462947320116
5 6.69452050612236
6 7.2012326876937935
7 7.7462982113332775
8 8.332620063985445
9 8.963320961378557
10 9.641759979424947
11 10.371550444461917
12 11.156579177615434
13 12.00102719578103
14 12.909391979474048
15 13.886511426146557
16 14.937589616544852
17 16.06822453133764
18 17.284437865632103
19 18.592707100168113
20 20.
21 20.74486597838365
22 21.517473223054967
23 22.318854910286706
24 23.150082695244375
25 24.012268145067157
26 24.906564225321453
27 25.834166841814916
28 26.796316439832655
29 27.794299662934346
30 28.829451073530347
31 29.90315493753778
32 31.016847075503122
33 32.17201678266665
34 33.37020882053646
35 34.613025482635244
36 35.90212873718229
37 37.23924244957614
38 38.62615468764962
39 40.064720112780336
40 41.556862460054006
41 43.104577110797145
42 44.70993376091951
43 46.37507918863428
